reviewId,film,rating,label,reviewText
rw2016516,film_1,6,moyen,"OK, so from what I know about this movie, people either love it or hate it. The truth, of course, is somewhere in-between. While the movie is not perfect, it is very good fun and delivers as long as you don't expect a masterpiece. So don't raise the bar of your expectations too high - this is NOT going to be an Oscar winning masterpiece and it is NOT going to enter the IMDb Top 250.

The story is simple - Bella Swan is a common girl which falls in love with the vampire Edward Cullen. Cullen's family are ""vegetarians"" - they drink only animal blood and do not attack humans. Then, however, are the ""classic"" vampires that would not hesitate to do it, and Edward protects Bella from them.

I guess those who hate the movie do not know what a bad movie really is. You can call a movie bad when you regret that you watched it and when you feel that you have lost two hours without any good reason. ""Twilight"" is not that kind of movie. It has a sense of direction and it is not just ""flowing around"" like other movies. Acting is pretty decent. Although I thought Kristen Stewart was an awful actress, Robert Pattinson (Ed Cullen) and Cam Gigandet (James, the villain vampire) excel in their roles. Although the story is not one of the most original ones, it does not bore people and if you have nothing to do, I would recommend seeing ""Twilight"".

Oh, and by the way, for all the girls who adore ""Twilight"", I guess I get them. After all, Ed Cullen is good-looking, super-strong, super-fast, sensitive, who wouldn't like him?"
rw2047096,film_1,3,negatif,"this movie is really stupid but not in an obvious way. They have a secret 'subtly'running for the first hour which if you haven't seen a T.V you might not guess. My advice is to watch any Heath Ledger movie cause it has a far better plot and cute guy. Enough said

The thing about this is that it is not a funny comedy, an eventful action movie, an emotion filled drama or basically any type of genre. I, for one, was confused. It was obvious what was going to happen to a three year old. FYI I watched this with a three year old who thought this was far to unintelligent. Although it may confuse am.... no one.

Can I saw to summarise that I was confused as to the point of this. The director laughed his ""you know what"" off all the way to the bank. This movie contained more stars less tanned than me and i'm a red headed Irish man. 

But in closing, this film is an amazement to any person who cannot tackle the complexity of George of the Jungle"
rw8885027,film_1,10,positif,"10/10 sorry but it's so iconic.

I think the first movie is the best from all. The atmosphere, the colour palette, the costumes, the details, the music (omg the music is so fantastic) and the most important is the landscape, the nature its all giving THE VIBE.

The acting well not the best but honestly I can deal with that cause all the things that I listed above saving the whole movie.

Kristen Stewart and Robert Pattinson such an iconic duo. To be honest I'm so happy to see that after this saga they went to another movies, genres and proved that they have so much talent. I think it was such a learning curve for the actors."
rw8668772,film_1,10,positif,"I will forever be grateful to this franchise for bringing me gems like:
You admin's literally s-- b--, I've tried to post in this group a handful of times now and I've been denied each time, I've shared s-- that is worth while and even on days that your allowed too because for whatever reason you restrict posting s-- to weekends???? WEIRD but okay queens, this was it for me, the group is b-- and since y'all aren't very fair I'll let you guys go ahead and block/remove me because like why??? I've seen people post the exact same s--- as me AFTER me and it got approved. I don't know what the deal is, but pop off I guess. Good bye ✌🏼"
rw1997347,film_1,7,moyen,"Before I begin, let me just say that I haven't read the book, so I'm not some die-hard Twilight fan or anything. In fact I hadn't even heard of either the book or the movie until a couple of months ago when my cousin (who had been reading the entire series) showed me her books and talked to me about it. She even said that there was a movie for the first book that was going to be released in a couple of months time. I remained uninterested, and I still lacked the enthusiasm to actually want to watch this movie in the first place, despite all of the frenzy over it, particularly with my female friends who, at the moment, have gone absolutely gaga over the male lead, Robert Pattinson (who plays the role of Edward).

It was only two days ago, when a good friend of mine who I hadn't seen since June (because I moved to another school), asked me if I wanted to go to the cinema with him to watch Twilight. There really wasn't anything else on that could have been better, so I just thought ""what the heck, might as well give it a shot"". And so I did.

This friend of mine is not really the kind of person to be watching movies like Twilight. Indeed, he is more of an action/superhero film type person, and so I don't think he liked the film that much (at the end I noticed an iPod earphone in his ear - need I say more?). Even now I'm still quite surprised that he even suggested watching Twilight in the first place.

I, on the other hand, consider myself more open to different film types, and I enjoy a little bit of almost everything, Twilight being no exception.

The choice of actors was simply a job well done; all of them fit into their roles perfectly. Pattinson, with his amazing, masculine good looks and pale skin, fits perfectly into role of the ""both-warm-and-cold"" vampire that is Edward Cullens. What I mean by ""both-warm-and-cold"" is that despite his cold looks and temperaments, he is an extremely likable character and his somewhat hopeless romanticism takes over slightly without tarnishing his vampire image. I honestly couldn't think of anyone else who could suit Edward's role better than Pattinson. Needless to say, he also makes really good eye candy.

The choice of Kristen Stewart as Bella is also very noteworthy, as she also manages to fit her role as a pale, very reserved young woman really well. Bravo to her too.

Just - bravo to both of them. Never have I seen such chemistry in a film. They are just such an item, and it's easy to see how much in love the two characters are thanks to these two wonderful actors.

I felt that the film was filmed really well, too. I particularly love how every second of the film in Forks (the main setting of the movie) looks so cold and grim, and it kind of adds to the whole bleakness of it all.

All of this, however, does not mean that Twilight doesn't have it's flaws. In the first half of the movie, despite it starting of well, it really seemed to have dragged on quite a bit and it wasn't until the second half that things started to get really engaging and interesting, and even exciting. Unfortunately I still don't quite understand one or two elements of the plot as much as I would have wanted to, so obviously that's a major flaw too.

On a more minor note, the special effects could have been a little better, particularly with the whole ""speedy vampire"" business, which looked somewhat unrealistic, but despite it being unrealistic in the first place anyway, the special FX people could have made it seem more real than it actually did.

Nevertheless, the above criticisms do not change the fact that it is definitely a watchable movie. It's not perfect, and it definitely could have been, but I guess at least it's kind of gotten me interested in reading the book, now. After watching that film, now I want to read the book so that I can finally understand those things that I didn't. In a way, my criticism of that may be considered a bit of an irony, but it is still no excuse to make the plot incomprehensible. Like I said, the film could have been much better."
rw2049484,film_1,1,negatif,"I respect that some people are trying to take this movie for what it is, and respect this tween-horror-vampire-romance-coming-of-age-angsty-drama slop-fest.

But I can't. This movie gives up all character development, plot development, and pacing for about 2 hours of staring into the camera with a perplexed yet upset look on a face, the most fairy-rific game of baseball ever, and about 15 seconds of what was supposed to be a Climactic Battle between good and evil, humanity and monstrosity, base instinct and morality.

On top of all that, it also goes and takes they Vampire mythos, rapes it behind a Hot Topic, throws it some change and tells it to get itself cleaned up, then hops in its Volvo and guns it back to Sillytown. A vampire with no weaknesses is not a vampire, it's a blood-sucking-super-powered demigod. And what would a demigod that has no weaknesses and has apparently been around for centuries (if not millennia) do with their great power? Apparently, move to Washington State, start a family and make sure your kids do well in high school. Vampires need to burst into flame in the daylight, it keeps them in check, sparking gold is not a bad thing. All that would really happen is that a vampire would pretend to be a male stripper and then kill everyone.

And don't tell me ""oh you can rip them apart and burn them!"" because no human can catch, rip apart, and burn a vampire without about 50 other humans getting killed, at which point another vampire shows up and kills the rest.

The plot is illogical, dripping with teenage drama (even though you'd think that at about 100 years old Edward would get over it by now), and all classic storytelling techniques have been thrown out for what sounds like a myspace blog from a Indiana goth teenage girl with psoriasis and a nub that is technically an extra pinky toe.

By the way, this movie would have gotten a better rating if they just had the damn Indians turn into werewolves and kick some ass."
rw2009581,film_1,1,negatif,"I read the book and was so excited to see this movie, but was utterly disappointed. With in the first ten minutes I wanted to get up and leave. The special effects were cheesy, the running scenes were not what I would have expected to see, and seemed more cheesy than unreal.The characters never seemed to be natural they all seemed like they were being forced to say what they were saying and just awkward to watch. Edward looked constipated through out the whole film and it was just uncomfortable to watch. It did follow the book's storyline very well with some parts left out as usual, but the worst acting ever! I would not recommend seeing this movie, read the book instead."
rw2000397,film_1,7,moyen,"I can't remember the last time that I was literally one of 3 or 4 men in an otherwise packed theater. Tonight was just the case when my wife and I took in Twilight. My interest had been peaked by a co-worker who is female and a big Twilight fan. My wife has not read the books (nor I) but did receive the first 2 for Christmas. We wanted to check out the movie and see what all the hoopla was all about. We were not disappointed.

I really enjoyed this movie. It does play like an episode straight out of any female focused romance story that is currently playing on TV. But there is a maturity about the film that brings it up a notch. It is full on love story stuff, but being a guy who isn't afraid to embrace the chick-flick side, I was pulled into the story, even though I know basically the outcome of the whole 4 book set. Catherine Hardwicke spun a very nice tale, it is shame she will not be back for New Moon. I thought all of the acting was top notch, Kristen Stewart and Robert Pattinson the obvious standouts. But it was the supporting characters; Edward's family, Bella's friends and family, that really helped with the enjoyment of the film.

I had heard reports of laugh inducing dialog, never caught any of that. With any story that has a target audience that is in their teen years, one must expect earnest and often overly dramatic dialog and moments. It never goes into the day-time soap variety. 

There was a lot of online snipping from mucho-macho fanboys that mocked the film (without having read the books) and called in a Covenant clone. Too bad they won't let their geek cred take a hit and actually go see this film before bashing it. Not anything that will change cinema forever, but a very different and entertaining take on the vampire genre. The thing I enjoyed the most was the return of romance to the vampire tale. Recent films have taken a more action approach to the vampire tale. I can't wait for New Moon."
rw8668745,film_1,10,positif,"I have watched this movie upward of 100 times. My friend and I when we are having a bad day or a hard week will binge watch the entire series and feel a thousand times better. The movie might have some flaws but that makes it all the more better. Bella is suppose to be that way, that's who she is. We all are not perfect. I think her character is way more relatable than most other movies who are ""perfect"". Read the books and you will love the series that much more. It is quirky and shows so much love at the same time. Things don't always go to plan. It's showing one persons life story, yes there are red flags but we all have been in relationships like that... Her and Edward grow together and make each other better for it. He does love her and the more they are together the better he will love her. This movie does not deserve the hate it is getting. Life is strange, let it go."
rw6202264,film_1,10,positif,"I love Twilight and the whole saga. I'm not ashamed of it because I personally think they are some of the best films. Every scene is captured beautifully and the romance is compelling. The story flows naturally and made me excited the whole way through. The acting definitely improves, but for what we're given, it's quite good. And I got some laughs out of it.
Overall, I love this movie and it's definitely worth your time."
rw1977891,film_1,7,moyen,"About a year ago I was already reading and hearing about a new film, something called Twilight, which was going to hit in the fall of 2008. Well, the buzz is bigger than ever and the film finally opens this Friday. Gathering from earlier preview screenings, this film is going to be big. Based on the very popular books by Stephanie Meyer (there are 17 million books in print), Twilight is a unique vampire movie about a girl, Bella (Kristen Stewart) who moves in with her estranged father (Billy Burke) in Forks, Washington. Having always been different, she meets an even more mysterious guy, Edward (Robert Pattinson), who at first is disgusted by her (she's human, he is not) but then takes a liking to her. He's unlike any boy she's ever met and finds that Romeo and Juliet connection. Edward's family is unique; they're all vampires but don't feed on human blood, as a matter of fact, they don't eat at all. They live comfortably in a ""green house"" somewhere in the forest. His dad (Peter Facinelli, Jenny Garth's husband) is a doctor at the local hospital and they have gobs of cash (the books reveal how well off they are, but in the film, there's no explanation). A clan of new vampires are passing through and they threaten the little Pacific Northwest town feeding on the small population, but one in the group James (Cam Gigandet), is out to get the young Bella. 

This modern day love story is the strangest vampire movie I've ever seen. It's sort of a cross between The Lost Boys and Gossip Girl, which if you think about it, is a pretty enticing combination. I have to admit, having not read any of the books in this four-part series, I didn't know what I was in for. I knew it was about vampire teens in some Washington coastal town and that's about it, but I was intrigued from the start. The young cast look like your every day teen, and the vampire cast are as pale as Casper the Ghost. Some move swiftly, some sprint up trees and some can see into the future, fast-drawing her visuals on paper. It's all quite impressive. The story primarily belongs to Bella and Edward. The teen vampire hasn't aged in 90 years and finally finds someone who isn't afraid of him. Unfortunately for him, she's mortal. She's definitely not afraid of his blood-thirsty needs and he fights off the temptation of human blood. I'd say he's sort of like an addict that keeps fighting his urges. See... I told you, it's unlike any other vampire movie I've seen. Twilight is certainly no Interview With A Vampire (my favorite vampire movie) or Bram Stoker's Dracula (my other favorite) but it certainly stands on it's own as a love story between a girl and a vampire; it's passionate, exciting, intense and the Northwest locations are beautiful, you just want to drive there for a weekend get-away."
rw2104266,film_1,1,negatif,"So, so very bad. Robert Pattinson, the male lead, is made-up like the Avon Lady. Nikki Reed looks like one of the black guys in White Chicks and Kristen Stewart was as wooden and flat as a living human being can possibly be. The special effects are not equal to 50's TV and the script was painful to hear. Perhaps that is why the actors performed on something equal to middle-school level.

The sooner this tasteless little flick fades away, the better.

I assume Summit is rushing to complete the rest of the movies before the fan base grows up and develops some sense of taste.

Oh well, you can't make a silk purse from a sow's ear."
rw5677697,film_1,7,moyen,"The music is great, I still listen to linkin park songs over and over again, the story was really popular.Watching this movie again, full of memories."
rw2049758,film_1,1,negatif,"last night finally rented the DVD, expecting a chick flick, some action, good music and a sense of fantasy and adventure. what I got back? two hours of lame acting, poor direction, no action, stupid phrases. did I mention the lame acting? there's no development, you cannot care for the characters. I laughed out loud the first time I saw the vampire youngsters in the school. no one can go walking through life with that amount of powder in their face!!! you can tell a mile away they're blood suckers. and all that Stewart and Pattinson's characters do is look into each other eyes, sigh, talk nonsense. For the first time in years i used the fast forward button in the remote. seriously!!! It is a product made for girls up to 14 years old. There's no romanticism here, no fantasy, no sense of epic love. It's more an infatuation, a whim, opposites attract with no possibility of a future based in something else than the pale look of both of the main characters. If you're expecting something of a ""Harry Potter meets Vampires"" movie, you WILL be disappointed. wait until it's on HBO and save you money. Please do!"
rw8668466,film_1,10,positif,"I have watched this movie upwards of 75 times in my life and I don't plan on stopping any time soon. This movie carries memories of friendship, sleepovers, and midnight viewings in home made t-shirts. There is merit to a story when it captures so many people's hearts- and I see Twilight as that story. The books that inspired this film brought the love of reading into the lives of many young girls and the movies only furthered the excitement. Edward and Bellas romance may be flawed, but the thorough enjoyment I get watching this movie has never worn off even all these years later. If you are a lover of vampires and have never seen this movie I reccomend it. And to those who have seen it and love it, may we continue blissfully into this small but perfect piece of our forever &lt;3."
rw1986431,film_1,6,moyen,"This film was awful. A non event and I would not recommend watching it. It was little more than a disjointed effort leading nowhere with the acting so poor I had to laugh. The scenes between the protagonists were awkward, unconvincing and lamentable. No one character was fully developed. There was much that was alluded to but never fully explored. How much was the budget? The problem here was directorial not financial. Some movies need polishing up; this one needs polishing off! I watched hoping it would get better - like some poor B movie. What I was left with was mild irritation, like a hangover after drinking bad wine. I can't believe I sat through this. I was so irritated at one point by the acting I almost walked out. I'm sorry this review is scathing but there was little to praise. I had little by way of expectation. I read fleetingly, in the tabloids, that it was a vampire movie. Okay, so it was a film aimed at the teenage market - but honestly, are teenagers, these days, so unsophisticated and banal? I suspect many will vote with their feet. I've heard nothing but praise for the book. I haven't read it. Was it meant to be a romantic movie? If that was the case then it was lost on me. The theme floundered like a damp squid. This was really a wasted opportunity. Give me a Hammer Horror movie any day. Movies starring the likes of Peter Cushing and Christopher Lee are in a different league. Low budget but with kudos. These actors knew their trade and were proud of it. Not sure which genre I would place ""Twilight"" in, but perhaps the bin would be more appropriate. I remember vividly watching a stellar performance from a stunning Michelle Pfeiffer and the inimitable Jack Nicholson jousting with the irrepressible James Spader in the 1994 movie, ""Wolf"". Now that film was truly a joy to watch. I was moved to tears. The story and suspense had your gripped from the start. It was a roller coaster ride with superlative performances. The film evoked emotion. Memorable? Definitely! I predict that ""Twilight"" (2008), will fade with day break and be a distant memory."
rw9390359,film_1,3,negatif,"I never in the world would have sat still for this cinematic tragedy unless I had been bribed with a group viewing that featured pumpkin carving and cake. It was fun to make constant commentary as an ostensibly 100 year old vampire seduces a high school girl. The lack of subtlety in the writing borders on the insane due to the fact that Edward is inwardly an old man stalking 17 year old Bella, casually breaking into her room, and endangering her life by introducing her to his ""friends"" and family. Highlights include permissive parenting that has devolved into child neglect as both mother and father of a teenager never once question how her strange, new boyfriend ended up along with her in the hospital suffering a badly broken leg and massive blood loss. The Mormon church has some explaining to do.

3 stars for Pacific Northwest tall trees and inexplicably blue atmosphere."
rw8669467,film_1,10,positif,"This is literally one of the best movies to ever exist. And I say one of, because the other best movies is the rest of the saga! There is no love like Bella and Edwards, expect for maybe Bella and Jacobs. This film goes beyond all expectations with it excellent blue filter settings, bag of hard boiled egg props, and a script that will keep my book of pick up lines full.

I do wish they didn't leave out Bella's ankle length khaki skirt that she wore in the book to meet the Cullens. That was a massive injustice to Smeyers. But I guess it's also a plus that Regurgitate isn't in this one. She scares me."
rw2033688,film_1,7,moyen,"The teenager Bella Swan (Kristen Stewart) returns to the rainy Forks from Arizona to live with her father, the Sheriff Charlie Swan (Billy Burke), after the marriage of her mother with a baseball player. The newcomer befriends a group of high school mates and has a crush on the blasé Edward Cullen (Robert Pattinson). When a truck is going to run over Bella, Edward uses an extraordinary force to save her. The intrigued Belle presses Edward to disclose his secret and he finally tells that his family and he are vegetarian vampires that drink animal blood only. Meanwhile three evil vampires are attacking the locals and Edward and his family protect Bella from the malign vampire hunter James (Cam Gigandet).

""Twilight"" is an entertaining teen romance and I believe that the bad reviews are from people that read the book (I have not read the novel, but I know that adaptations of best-sellers are usually disappointing) or that are misguided expecting to see a horror movie of vampires. However, the vampire story is a romance like, for example, the excellent version of ""Dracula"" of Francis Ford Coppola also is. The different story and the acting are not outstanding but also not as bad as indicated in many reviews. Actually I liked this movie very much. My vote is seven.

Title (Brazil): ""Crepúsculo"" (""Twilight"")"
rw2048450,film_1,1,negatif,"As a fan of the series I assumed it would at least SLIGHTY resemble the book.. I guess I was wrong..

Half of what when done was inaccurate and the other half was rushed.. They took events that were supposed to ""take place"" over the course of 6/7 months and packed then into a 2 hr movie that played out like it was a week. Making the movie even more gag worthy.

This was a great concept (in theory) but would have been SOOOOO much better as a TV show. 1 book per season. AND WHO CAST THIS GARBAGE!!!..

So i don't know what else to say other than I WANT MY MONEY BACK!!

~ Disappointed in CT"
rw2049152,film_1,1,negatif,"If you really wanna scare rogue nations, plunk a giant screen down in their country from the sky and play this movie! I pride myself on being a fairly big fan of cinema and have NEVER fallen asleep during a movie....until I saw this flick! Goofy metro sexual hair do's, a gang of pale faced uber vamp teeny clones....Now another problem. These vamp kids are supposed to soooo old..How in the heck are they able to attend school for all these years and no one realize they haven't graduated??!! I can't believe people fell for this. If you are going to have a brooding vampire movie, have them brood for a halfway decent reason. Twilight fails because the story forces itself along. Christopher Lee could carry a vampire because he was able to stir feelings and emotions of viewers. This movie doesn't because the talent lacks in that department....Sorely!!...But this is more due to trend riding than anything else. I think we are in overdose of the ""male vampire falls in love with teeny bopper"" story line right now."
rw7942134,film_1,7,moyen,God I love this movie.. it's one of those it's so bad it's good but it also holds a special place in my heart. The 12 year old in me still loves this story even though I know how garbage it is. The bad writing and awkward acting is just the cherry on top.. I love it.
rw2240183,film_1,1,negatif,"This movie is simply awful! I don't hate it because it's a chick flick. I hate it because the acting was so awful, i just wanted to scream at the television!

The story was so incredibly bad! 

There is no character's development, and the characters are so bad! 

This movie is a disgrace for vampires!

Are vampires vegetarian? Do vampires go out while it's sun outside? Are they supposed to sparkle? Are vampires supposed to be driving and wearing sunglasses? No, they're are not supposed to drive and vampires do not wear sunglasses, because they're not supposed to be outside on a sunny day! Do vampires eat animal blood instead of human blood? And do they have souls? NO!!

I gave this movie 1/10 because I enjoyed the cinematography!

This movie is a great example of a bad movie!"
rw8668503,film_1,10,positif,"Seriously who wouldn't love this classic love story? A true masterpiece. The blue filter just pulls the entire movie together and gives it the air of mystery that really keeps you on your toes throughout the entire film. If you're looking for a brooding, mysterious bad boy, then look no further than here. Edward Cullen is every 16 year old emo girls dream. This movie made me start wearing knee high converse unironically and wear an excessive amount of eyeliner daily. This should be considered a cult classic at this point considering how many people continue to watch the entire series regularly and know it word for word."
rw5747734,film_1,7,moyen,"Listen. I KNOW it's hip to hate twilight. But come on. If you want some good ol' low effort fanfiction romance, this movie series is AMAZING. and you know what? This movie is actually not bad! The romance is pretty good, the music is awesome, the setting and the color and aesthetic are all really nice, and Charlie is a sweetie.

I would love to say that I ironically like this movie, but the irony comes from the fact that I genuinely enjoy it. So you know what? No irony here! I like Twilight, and I'm not afraid to say it anymore!

(Team Jacob, btw. fight me.)"
rw1979339,film_1,6,moyen,"I admit, I am not a fan of Twilight. I tried the books, thought they were boring, and forgot about them. I don't hate it, but I can't say I'm a fan. Somehow, though, I ended up going to the midnight showing with a group of friends, all of whom were fanatical Twihards.

This movie was extremely entertaining to me, but for all the wrong reasons. I found myself laughing at the cheesy, often poorly-delivered lines, Rob's stony, creepy expression, which he retained throughout pretty much every scene, and the headache inducing, cheap special effects. I wasn't the only one; there was plenty of nervous, sometimes incredulous laughter from almost everyone there once the screams died down. In several scenes, it seemed almost as if the director was parodying the book, rather than trying to make a serious movie.

Now don't get me wrong, this movie was not terrible. I liked the setting, it was pretty beautiful, and Bella's father's acting seemed quite believable. The plot also sped along a bit faster than the book did, making it less boring to me. However, Bella's actor seemed wooden, and Robert Pattinson seemed awkward and uncomfortable at times. Sure, he's pretty to look at, but he didn't convey emotions very well and dropped lines in a disinterested, bland way. After a while the movie began to get extremely dull and repetitive to the point where I felt like tearing my hair out.

I liked how they fleshed out some of the lesser-known characters and gave them more personalities, and I loved Jacob's actor. The lack of climax was disappointing, and I found myself getting very annoyed with Bella quickly.

Even so, most Twilight fans will probably enjoy it, but people new to the story (especially adults) will probably be confused (my mom was) and left with an empty feeling. I didn't feel as though I was being tortured by watching it, but besides all the unintentionally comedic parts it didn't entertain me that much."
rw1990996,film_1,1,negatif,"Thankfully I didn't bring my husband with me when I saw this movie. I went by myself and I was STILL embarrassed by its sappy/corny screen writing. The movie doesn't catch the essence of the books at all. The effects were horrible. The ""blurs"" when the vampires were moving uber-fast looked like a sad mistake from a bad 1970s film, and the wire-work when Edward and Bella are leaping from Edward's room to a tree looks like NOTHING like a leap; they clumsily swing back and forth. yuck. Rob's American accent is generally pretty unbelievable--unless Edward is supposed to have a speech impediment. Some of the acting in the movie was pretty good--Charlie, Rosalie, and a few others, for instance. Most of the acting was Horrible--and here I'm mainly talking about the two MAIN characters. Not believable at ALL. Kristen Stewart is WAY too serious, and she doesn't let you into her head at all----which is a huge part of the books, I might add. It's like she's just looking for good camera angles the whole movie through. Rob Pattinson makes vampirism seem really boring. He doesn't do well playing a perfect character. In interviews he even says that Kristen Stewart is intimidating in real life and probably looks like the real vampire in the movie, because she made him nervous and clumsy....THAT's vampire-like! Bad directing. Does Catherine Hardwicke hate the light side of human nature, or what? It seems like most of the actors in all the movies she's ever directed hardly smile at all. nice going. i won't be seeing this movie again. Let's just hope I can get this out of my head by the time I read the series over again. Don't waste your time."
rw5923186,film_1,7,moyen,"Yeah, i know the ratings but honestly I was in dark all these years just seeing the ratings and reviews but today I watched it and truly i loved it i loved the characters, i loved the concept . Yeah it lacks in bit of direction and story treatment and it's more of illogical but I'll say again i loved it .

Good movie and the most underrated movie series it deserves some respect."
rw8668555,film_1,10,positif,"This movie got me through my childhood; it may not be the best overall but it's the perfect movie to me. I wish I could experience seeing it for the first time all over again and the sheer hold it had over me in my middle school days. Even to this day, this whole saga means a lot to me and the first movie being my favorite.

Word of advice, if you want to like this movie don't let anyone stop you just because it's 'Twilight' and 'its bad' because it's not actually THAT bad for it's time. Honestly wish we could dip our toes back into the saga and get a remakes that we deserve, but until then I'll continue to love the movie as is.

🐀"
rw7187059,film_1,6,moyen,"Don't let the ratings fool you, I'm not a fan of the twilight series but its an okay decent film to watch on a date night. It's like a 6-7/10 typa movie."
rw2049017,film_1,1,negatif,"I could tell from the trailer this movie was trash, but out of curiosity and boredom/insomnia i gave it a download (would never pay a penny to watch this). I couldn't even make it halfway through without turning it off. The storytelling was like reading a children's book: everything told in linear fashion, and then spelled out with ""flashcards"" two seconds later in case anyone was still too dense to understand (e.g. say wolf, then show a picture of a wolf on the screen...show a book she wants, then two scenes later show her in the library...gee, thanks, i wouldn't have understood without the spoon-feeding). I think this movie was meant for 12 year olds or people of very low intelligence. They should show movies like this to film students and do play by plays, ""OK, here's how NOT to shoot a scene/edit a movie...."" How do studios actually give people with no talent money to make crap movies like this??? Do yourself a favor: Go see ""Let The Right One In"" instead. That is, if you have an IQ over 80."
rw10100020,film_1,7,moyen,"This is exactly what it's supposed to be, a teenage love drama. It has atmosphere, story and great music.

Even years later I find it's still a great movie to pop on from one of the various streaming sights, easy watching and filmed well enough that it hasn't really aged too much considering the age of the movie now.

The love story itself is also quite intoxicating and leaves you wishing that you had had that in your younger years.

Now the music.....I find the music great in the full series of films and happily play the playlist on Spotify.

The series of films does justice to the books and should be watched even if you don't like the romance side."
rw6091751,film_1,7,moyen,"VERY GOOD ! Heart-warming, sweet, romantic, super ! And very good choices for casting ! I can't imagine anyone else playing these roles !
And definitely not to forget: THE MUSIC in this film IS AMAZING !!!

And now to so many of the people who wrote negative reviews for this film: people, just enjoy a sweet, romantic movie without ""looking in the horse's mouth"" !! I read some of your negative reviews and actually your reviews are poorer than the poorest elements of the film..

So my message to Kirstin Stewart: girl, don't listen to the haters, you did well in this movie and I liked it !
Same to Robert Pattinson: well done, bro, you did well in this movie and I liked it !"
rw8688440,film_1,10,positif,"I originally watched this and read the books when I was like 12/13 years old. I'm revisiting now at age 25. I thought I would not be into it still, but I was wrong. This series is just so entertaining to me. I think the movie missed a lot of nuance that was present in the book, as movies often do (them getting to know each other, tension, info about the characters that is important to who they are, etc). I also felt that Edward &amp; Bella are much more likable characters in the book. Bella is a genuinely good person, but I think in the movie she comes across mediocre. Edward feels like less of a creep in the books too. Lol. Regardless, I find this movie hilarious and fun."
rw10116012,film_1,7,moyen,"This movie, despite its polarizing reception, undeniably crafted a deeply atmospheric experience. For all the criticisms thrown its way, *Twilight* has an allure that, even years later, still resonates, especially when you examine the elements that truly make it stand out: the cinematography, the soundtrack, and the magnetic performances of its leads.

First, the cinematography by Elliot Davis. He managed to turn the rainy, misty town of Forks, Washington, into a character of its own. The film is drenched in blue and grey tones, casting a moody, almost ethereal veil over the world of humans and vampires alike. It's a choice that subtly enhances the supernatural elements without needing to rely on flashy effects. The forest scenes, where towering evergreens are shrouded in fog, feel both vast and intimate, almost as if the forest is keeping secrets. And that iconic ""meadow scene,"" with sunlight dappling through leaves, evokes a surreal beauty-it's the stuff of fantasy, yet grounded enough to keep the romance believable.

The soundtrack, too, is an undeniable triumph. With artists like Muse and Linkin Park setting the tone, and Carter Burwell's delicate, haunting score weaving in and out, the music captures the story's intensity and the raw magnetism between Bella and Edward. ""Bella's Lullaby,"" composed by Burwell, is a soft, yearning melody that perfectly underscores the sense of dangerous romance. And let's be real-Muse's ""Supermassive Black Hole"" playing during the infamous baseball scene? It's unforgettable, capturing the adrenaline and strangeness of vampires trying to blend in. The soundtrack elevates the story, not just as background noise but as an essential emotional force.

And then, of course, the performances. Kristen Stewart and Robert Pattinson gave us a fresh kind of chemistry. Stewart's Bella Swan is reserved, awkward, but refreshingly real-a far cry from the typical leading lady of fantasy romances. She brings an earnestness to Bella, grounding her emotions in a way that makes the unbelievable feel palpable. Pattinson, as Edward Cullen, brings a blend of brooding allure and vulnerability, capturing the pain of a vampire eternally suspended between life and death. He plays Edward with a haunted intensity, as if every word is both a confession and a warning. Together, they make the romance feel electric yet restrained, an intimate dance of attraction held in check by Edward's fear of his own predatory nature.

In the end, *Twilight* is a film that holds nothing back in its commitment to mood, music, and a romance that, while unconventional, is as entrancing as it is uneasy. It's unapologetically itself, embracing its own brand of fantasy. And love it or hate it, you can't deny it achieved something rare: it became an iconic piece of pop culture, casting a spell that viewers have yet to shake off."
rw2449279,film_1,2,negatif,"Where should I start? With the story itself? With the actors? With the director? Anyway, I will definitely have some negative words from the people who like this movie but every one of us have different tastes, right? :) So I had seen the movie before I read the book so I had no (NO!) expectations. But come on how can you give the main role to someone who can just blink and shake her head all the time?!?! Then came the second disappointment. Robert. He did not act like he was suffering from the pain he was going through but really looked like he had to pee so hard... he should have been something like ""Adonis"" but do not go deeper into the look, I may have a quite twisted imagination of Adonis :))) When I read the book I realized that the actors are the smallest problem with the movie. Why oh why did they write over almost all the scenes??? The best parts had been simply cut out - they wanted to write drama or what? They should have kept the easy jokes and chatting in order to avoid choking the story into boredom...those could show the real side of Bella - a lovably woeful, inexperienced teenager girl instead of a depressive loser. The only thing I can give a 2 is because of the actors chosen for Alice and Charlie - I really appreciate them! Okok, Emmett is also fine :) All in all, if I could start it again, I would definitely not waste my time for the movie but reading the book over and over again (like I do it every day :)). I would rate it with 10 points but not the movie."
